text;vote1;vote2;vote3;final_vote
Today is a day for mischief (see how horrifyingly unsafely I can load the torch into my shop truck);7;6;6;6
Don't feel like going to work, but imma go;7;4;4;4
a battle rages inside me between getting healthy sleep and having cute dark eye circles;0;7;0;0
i never watch bangtan bomb of them sending the members off bcs i KNOW im not strong enough hehe like i still need myself to do chores of the day it wont happen if i see even one second of it;0;7;0;0
In my mind, because I knew we were going out for pasta tonight, I thought I should do a heavy leg day in the gym.. and now I'm in pain ;6;7;6;6
I'm not bouta keep paying to get my car washed for it to be full of pollen in 10 minutes;0;4;0;0
When you are at the gym and realize your AirPods are dead... stuck with the very unmotivational thoughts in my head for the next 2 hours;5;6;5;5
I be procrastinating like moving day not right around the corner;0;10;10;10
I'm trying to think of something to stream tonight that isn't just more Hades...;6;7;7;7
Me vs. not panicking when my gf is 26 minutes late (from the vague point of time she said she'd probably get back from work);0;5;5;5
I want more than anything to be left alone. I shouldn't have to dnd my phone to enjoy my evenings and avoid parents.;0;8;0;0
aespa's been in my head the entire day that i forgot to take my eye drops on time;0;5;0;0
Boyfriend is still up so he can watch the launch of the 'big rocket', as he calls it. I love my big nerd.;5;6;5;5
The fun thing about starting the day with an abdominal ultrasound is that you are reminded that you are, in fact, a bag of meat. Filled with other, more interesting meat. ...I need a coffee.;3;4;3;3
I'm gone stink the casino this weekend for sure after this funeral, they owe down a smooth $5k.;0;9;9;9
I wonder what changbin seungmin and felix are up to. Hope theyre enjoying their day;0;7;7;7
NIALLS COVER OF CELLINGS HAS ME SOBBING;0;3;3;3
Shall i get a haircut now, while its nice and empty or leave it till tomorrow;0;5;8;-1
Trying so hard to not fall asleep in my car right now.;3;4;3;3
I will take that shower now and then I will LIFE;3;4;3;3
i have to shower this morning but i keep putting it off;0;5;5;5
I should clean my room and learn for my exam but I am watching mandalorian wich is lore important;4;5;5;5
miss ma'am, i wanna watch live;0;5;0;0
At the end of the day, all I have is myself.;0;11;0;0
I think it's finally time for me to sleep and pause my 27 hours of listening to dojaejung;3;7;3;3
I love that the weather is so nice and I am sitting in a Basement Laboratory;6;7;6;6
I just need cuddles. And alot of kisses;0;3;3;3
This day is indeed exhausting. Back to reading until I pass out ig;7;5;5;5
This rain almost took me back to bed. But I remembered my mates drive Benz I cannot afford to miss this laylat al qadr;7;5;5;5
Me waiting until my phone hits 1% after sitting next to the charge the whole day.;2;4;4;4
i'm keeping my thoughts to myself jungkook mygad;1;3;0;-1
I wanna go scrub shopping.;7;4;4;4
I literally need to go food shopping, but I'm just tired of moving and my back is en fuego .;5;4;5;5
Getting up at least 2 hours before work is a must for me now. I don't feel rushed;0;3;0;0
woke up this morning with a poem idea and my first thought was, dang, i need to talk to an economist ;0;3;0;0
At least I have a place to go. They're locked in the office.;0;4;4;4
I would finish what I stared yesterday but people are around so it's difficult to get things done;0;6;6;6
I'm gonna eat then nap then animal crossing and then idk . I might play Mario I'm in the mood;7;6;6;6
Today since I'm feeling Flibbertigibbet I will be a bird . Chirp chirp.;0;6;0;0
sorry for spamming lol, i'm done now probably;0;3;0;0
don't mind me just crying at work because someone's playing classic rock in our morning meeting and it reminded me of my dad driving me to school and I am overwhelmed and so I sent him a text about it;7;3;3;3
i'm way late but let's go coco;4;0;4;4
I have been stuck on the same room of this incredibly simple game for like 9 straight hours and at this point, googling the solution would ruin my life;5;0;5;5
I asked Nasir to get dressed and he said "Hold on mom I'm studying" While he continued to draw on his etch sketch ;0;4;0;0
Anak kos lain uda pada balik kampung meanwhile here i am sitting in fromt my laptop and doing some DUTY.;5;6;5;5
Should I do a braided bun , or small straight backs I have a baby shower Saturday ;8;9;9;9
I just wanna go home. I'm not in the mood.;0;4;4;4
jet lag rips, I love going to work, getting home and passing out immediately, forcing myself to sleep to a normal hour, and going right back to work;7;6;7;7
MY TUMMY HURTS!! THE VIDEO IS OUT AND I HAVE TO WATCH AT WORK.;7;4;4;4
I said I was gonna go to the gym once my phone is charged... it's fully charged but idk if I can get up;5;0;5;5
poor bella is gonna get back to her phone from working and be scared of all of my texts;0;5;5;5
Send my dad a paragraph long text about how the baby is feeling cuz she was sick just to be hit with the "OK" all caps. ;0;1;0;0
I'm so ready to get back in my bed already;0;7;7;7
I may just watch my show.;5;4;4;4
need to get my work done so i can have a nap so i'm not super tired for the game;7;6;6;6
I really don't be texting people back Lmfaooo;0;11;0;0
i need to do ketamine and march over to gatorade headquarters;5;6;0;-1
i actually have pica too but im not comfy disclosing that so let's just focus on recovering from bed;0;4;4;4
Can't wait to get this hair braided! I had booked my appointment and I'm just anxious about it!;8;6;6;6
i wanna out g-idle too but hmmm thats doesnt feel felix enough !;0;7;0;0
at least i know i can function off 2 hrs of sleep still;0;7;0;0
We are requesting songs at the office and one of my coworkers asked me to play my group lol so My request was middle of the night and UR and everyone loved it;0;6;0;0
listening to PERFUME and i can confirm they're taking it;0;3;3;3
i need to book a massage & reiki session. ASAP;0;9;9;9
Nvm I won't watch San's cover until I get home. I almost start crying in the train;5;6;5;5
my cat decided it's sleep time ON MY SCHOOLSTUFF guess i have to take a break;4;5;5;5
trying to hold back tears after watching a peeta edit so i don't mess up my makeup;0;5;5;5
real friendship is taking a four hour nap so you can play fortnite with oomf!;6;0;0;0
Had a long overnight shift at work but New Romantics is playing while I wait for my ride.;4;2;4;4
Im reverting back to my old sleeping schedule which is bad sooo i will force sleep myself after this tweet ( waa ] )_ Good night;7;1;1;1
It's in the 40s this morning so treating myself to another spring office fire;7;6;6;6
Anyways I'm running out of perfume.;0;9;9;9
Ugh I also have to go grocery shopping hopefully today, I am also completely out of food (and I am so far past craving an ice cream sandwich it's insane);5;7;5;5
I'm up here craving ranch bugles early this morning and I have this protein shake in hand;3;5;3;3
Not supposed to take my meds with caffeine but my points expire tomorrow and I had to take advantage of my free coffee reward and since it's free I obv got the XL so if I die blame capitalism;3;6;3;3
pls help my brother been listening too ive's new song on repeat now;4;5;4;4
I'm getting my chow puppy. My mums just gonna have to scream tbh;0;4;0;0
Missed out AGAIN! On stussy all night long! As I was stuck on a call for work I literally have no luck;7;0;0;0
a guy has me blocked in at the gas station, debating if i wanna take this time to grab a drink to just save my money;3;2;2;2
the way i'm feeling super anxious subah se uggh nothings calming me down;0;7;6;-1
it is 5 am and i still haven't slept yet since we're pulling yet another all-nighter woooooo;7;6;6;6
I forgot my book at home :( I'm all in my head now;0;5;5;5
time to clean my room and organize my albums because i got way too many new ones;6;5;5;5
No line in Starbucks. I'm already pleased with how this day is going.;3;7;3;3
This Tuesday is off to a wocky start... but I'll leave hopping on here complaining every morning to the others. Let's reset the vibes...;6;7;6;6
I want to bake cookies. Who am I kidding.... I want to eat them!;0;5;5;5
Not my stomach acting up when I'm outside GDI;0;5;5;5
I've seen a tweet I want to interact to but I think it's better I mind my business;0;2;0;0
I can sit and eat a whole pack of blueberries in one sitting they're so good;0;3;0;0
i will go listen to a mindfulness exercise instead & wash the dishes;4;5;4;4
my thoughts right now arent very peace and love. need to sleep BUT I NEED TO DO MY HW;6;5;5;5
Attending to the UVRI comments and my head is on fire. Was looking for my earbuds yet they were in my ears.;0;5;0;0
Can't believe I'm driving to work instead of watching starship launch;7;4;4;4
i do not feel like hearing this professor talk about nothing, i miss suhoor again i just wanna sleep;5;3;5;5
I'm juggling a drink too full While tugging on a leash that you pull And jogging my memory for The way to your door;0;5;0;0
I can't find my snow pants I'm calling off;0;5;0;0
I'm ready to go back home y'all. tifton okay but now I'm ready to go!;0;6;3;-1
Imma treat myself this weekend and go out for some food and drinks;8;9;9;9
WE JUST GOT IN THE COMPUTER CLASS, HOW ARE YOU GUYS ALREADY PLAYING ROBLOX;0;4;4;4
I hate working when it's overcast. I just be wanting to lay on the couch. And it's right next to my desk.;7;6;6;6
Can't wait! Definitely trying to go to a hockey game and watch someone lose some teeth.;6;8;8;8
I can't wait to get off and take a nap;5;4;5;5
please someone take away my laptop so i stop watching hslot vlogs because i'm literally bouncing off the walls with excitement;0;5;5;5
I've been in the real world for an hour writing letters and stuff for jobs now it's time to read and be delusional again ^^;5;4;5;5
i had to get studying and prepare iftar AND order my eid dress finally but mnet really has made me so anxious rn i can't manage to put my phone down now;8;4;8;8
I gotta figure out exactly how i wanna put this dress together for Friday night.......the aesthetics of the restaurant is just so elegant and i don't wanna half step.;9;8;9;9
wanting lunch food this early is criminal i'm finna go back to sleep;6;3;3;3
hello, I'm balqis and i looking for a fellow carat, i use eng/id, thankyou have a great day ahead!;0;5;5;5
This ain't how my day pose to start bro;7;0;4;-1
i'm going to try and clean beer off of paper wish me luck;4;3;3;3
not spotify being down how else do i keep the voices quiet;5;0;5;5
Time to go play rocket league and get irritated;5;6;5;5
After this meeting, I'm going to lunch. I need another nap just because;5;6;5;5
I'm over here scrambling trying to find an outfit for today for our team lunch & it's not even happening smh;5;6;0;-1
7a Getting eMail down to zero. Planning out the day, so I can work out the plan.;7;4;4;4
i need to clear up my mind.;0;5;5;5
once again my day has started without a little forehead kiss, a riot is imminent;0;4;0;0
My favorite coworker quit. Her last day Friday. I'm sad but I have an interview at her new job tomorrow. See you soon biatch;8;9;9;9
if we're not talking or you have something to do i'll just go to my gallery and view everything about you mahal and listen to your vm's that you send to me;0;5;0;0
Dear Diary, today at long last I conjured a soothingly calm human! They signed out something about a poem of inspiration.;0;5;0;0
Mentoring this morning and it's nice to use a more abstract part of my brain;6;5;5;5
I need to start going back to the gym;0;10;10;10
The weather is nice, the evening chill is nowhere to be seen, and I'm already heading for my bike as we speak.;5;4;5;5
Just put away your phone and close unnecessary tabs on your computer to stay focused on the task at hand.;0;6;6;6
D, double it if you want my attention. I'm busy relaxing ;6;5;5;5
I can't wait to catch a break;0;11;0;0
Uggh , seems like eating late doesn't agree with my stomach any more ;6;0;4;-1
i free up space on my phone by moving the pics to gdrive and downloaded twitch to watch emma's streams! i love her;0;7;0;0
SPENT THE WHOLE DAY AVOIDING SPOILERS ON HERE ONLY FOR DIO TO DM THEM TO ME;0;7;0;0
I want donuts but I'm already in the parking lot;4;3;3;3
Let me gone run this check up.;2;4;2;2
I AM WITH MY ARMY FRIENDS RIGHT NOW BUT THEY DONT WANT TO WATCH THE LATEST UPLOAD YET THAT'S WHY I AM ONLY THE ONE CRYING HERE WHILE THEY ARE STILL CATCHING UPPP;4;5;4;4
Half my followers are not liking my tweets the last hour cause we've all been in branch;5;0;0;0
ego boost when i walked into work after a rough night and charlie said i looked nice ngl W then my manager waved at me and gave me a big smile as if she was happy to see me W for me;7;0;0;0
This weather... let me go make some Guinness punch;8;4;4;4
my deliveries say they're being delivered friday but a couple of them say they're at the facility close to me so like what if i get them tomorrow...;9;8;8;8
I have had the princess peach song stuck in my head for DAYS how do I StOp it;0;9;9;9
the cottagecore life is calling me. just making jam and syrup all day long while chilling in isolation;7;0;0;0
Gaw stretch so cruel before I go the gym boy;5;0;0;0
I been trying to figure out what was causing my face to become more oily throughout the day, and it was the black girl sunscreen but the tik tok girlies pmo to innis so imma try that;0;6;0;0
Trying to figure out a way to change my room around;0;5;5;5
I literally set an alarm so I wouldn't miss chick til a breakfast now I'm not even in the mood;0;4;0;0
Let me go take a horizontal lunch break.;5;4;4;4
i'm supposed to be finishing a p*per;0;5;5;5
Dropped an open can of chipotle as I was heading out and my morning has been a slapstick skit. The thing sprayed all over me, smoky deep red sauce on my black and white dress. Everything smells spicy.;0;6;0;0
i get racks to go outside and i split it with the guys;0;5;0;0
Jgh time to watch the whole live that i missed;0;5;5;5
I want to catch the sunrise over the beach. wish ppl liked stuff like that.;8;0;8;8
i know it's 9am but i could really go for the best food of my life right now.;5;4;4;4
The sun is too hot for me to even go anywhere.;7;6;6;6
Rs I gotta start back talking to my therapist;0;10;10;10
i'm so tired of my own thoughts;0;5;0;0
Me walking into work: ugh I'm cramping My supervisor: go take some Motrin we have it in the office Me:;7;0;0;0
Dont mind me yall I just be having some insiders to myself I gotta let out & now I can go bout my day lol;0;7;0;0
im gg to watch gose to distract myself from thinking abt debut line up tmr;8;5;5;5
Get on my snap and be in my private story before I make people pay to join;5;6;5;5
Not even at work yet and I am already done with this day. Lol. Will be happy once I am moved into the new place.;7;10;10;10
Today I am figure modelling for a 4 hour long class. Send thoughts & prayers for My back;7;6;6;6
I get ready, I get all dressed up To go nowhere in particular It doesn't matter if I'm not enough For the future or the things to come;0;7;0;0
it's so early for me to have the worst mood drop;5;7;5;5
Y'all I'm out here drawling, eating chocolate chip cookies with a pint of milk at my daughters dentist appointment ;5;4;4;4
On todays episode of things stressing me out - Saved a reel to recreate for my business page and now I can't find it;0;4;4;4
Speaking of glasses, I'm still waiting for them to call me so I can pick up my new ones;0;9;9;9
i need to vacuum my car out;0;8;8;8
should i take my pills or do I play the angry roulette;0;4;4;4
i bought kitkats to fuel me studying in the library but the silence here is too extreme every bite i take i need to embrance the wigugin glare by the kimchi people;6;5;5;5
Much needed yoga and meditation session. Now I can start my day feeling grounded and open. Have a blessed day.;4;7;4;4
ok i had monster ultra for lunch now idk if i should continue fasting or;0;4;0;0
After this tiring day, I want a shower more than an hour.;5;6;5;5
despite of how you bad you feel today, put a smile on your face towards someone else, cuz you might not know how good it means to them when you do so;0;7;0;0
watching the boy in the striped pajamas and im so scared about how this is going to end;6;5;5;5
i want to stream overwatch but im so bad at it and idk how to on xbox;0;6;0;0
i need to buy some sage and then i want to get a singing bowl.;6;8;8;8
I be itching to get outside like a kid to get downstairs on Christmas.;7;5;5;5
im actually so excited to watch the jellypop stage like i wonder what outfits they're gna wear;7;9;9;9
I really feel TopTier when I do my complete morning skin care routine w/ a dash of perfume and jewelry;0;4;0;0
Ima get cake as long as I'm breathing , they making it hard this shyt really easy;0;3;0;0
Cuphead is so good. Still need to finish watching the cartoon at some point.;9;4;9;9
I wanna work at Starbucks :( like in the AM from 4-10 or something so I can have the rest of the day to myself lol.;7;0;0;0
yesterday as i was getting held down by my mother to get shots by the doctor i genuinely asked her "why did you have me" cuz if she didn't have me i wouldn't be feeling this pain rn;8;0;0;0
i'm ready to bump in to a girl with books and help her pick them up.;8;5;0;-1
I'm tired of being on my phone. I just wanna get away;8;2;8;8
if you wanna cry right now, go watch San latest cover on ateez's youtube channel. you're welcome ;5;4;4;4
And I'm not panicking or nothing yet;0;5;0;0
Not Spotify being Down as i'm on my Way on my walk;0;5;5;5
I am not ready for friday I am going to have a heart attack right before fuuchan's stream and my astral body will be left dealing with my oshis voicing an otoge while I physically disintegrate;8;9;8;8
i can't wait to get back to my hotel;5;6;6;6
I can't wait to go home and eat my big bowl of fruit;5;6;5;5
Taking a break from zlarp, i have disc if yall want to talk to me;5;7;7;7
Now next door has been cleared of rubbish I can go out.;0;5;0;0
trying to read a bit today while my wife's here, to get some distraction and get back on the positivity train;8;5;5;5
Went gym on my lunch break thinking it's gonna be quiet boy was I wrong.;4;0;4;4
The weather's too hot I feel like ultraman in his blinking chest lamp;7;0;7;7
I want some pizza and fries. temptations;7;0;4;-1
when i get back to my house someone needs to keep me from going to sleep again bc the nap was nice i just don't like wasting my day;5;0;0;0
I didn't want to watch since I'm at work but then Jooheon wrote on fc so I had to tune in and there he is, all cute and blonde and dimply and super professional    ;4;0;4;4
Broooo, wtaf with my kismat really... Again, Im at work, can't even normally look at the pics and meltdowns;6;7;6;6
My Eras sweatshirt should be arriving today and I hope everyone is prepared for me to live in that thing for the rest of eternity.;8;7;7;7
Woke up, subby had coffee waiting for me, and now I'm back in bed cuddling my dogs editing this clip. Manicure + pedicure later, on you of course. Then whatever I feel like later! Princess life ;6;7;6;6
my headphones are actually setting me up i just put them on and they tried to call my ex;2;0;0;0
Almost done with seeing what's up with Steven Universe. I let you know my thoughts when I'm done.;4;6;4;4
I probably shouldn't have watched any videos because I am now nervous for this appointment;5;0;5;5
i drank my coffee and now i feel like i'm high;4;2;4;4
my mum was so happy when I texted her good morning. I be so busy, imma try to do it more ;2;0;11;-1
I'm all about going to the gym but my trainer just sent me a meal plan and idk about that. Imma be starving;10;0;10;10
yeah I am going back to Sephora on Thursday LMAOOO I wanna get perfume and I forgot to pick up a new cleanser during my time there on Monday;9;8;8;8
I was gone show up for lunch but I'm hungry rn so maybe I'll go before breffas ends lol;4;6;4;4
Hm I am half tempted to do a yugioh card sorting stream Just nice n chill;8;4;8;8
starting to think if i should listen to the medley or keep it a surprise;4;0;0;0
I am in cooking class again today were making like a smoothly or sm;5;4;5;5
i just finished watching last night in soho and it was so nice, yea now ko lang siya natapos because i have a short attention span;5;2;0;-1
i'm ready to go to the beach.;9;4;4;4
I was so close to being on time but now I gotta pick me up something.;5;3;3;3
I miss Tapioca, submerged in a sea of sugary milk;0;2;0;0
i'm seeing everyone's baby announcements and i'm like ugh my turn pls;0;11;11;11
i cant watch to do ugh my computer isnt working n i dont want to watch it on my phone;0;5;5;5
Running my bag up so I can pakk my shyt up nd be on my way;4;5;4;4
One thing bout me, I'm gon' pull up to work with my music loud af, I gotta get right before I get up in there lol the girls at work know when I' pull up, they be like "natoya's here" ;0;5;0;0
I done play Expensive Pain so much on my phone the song is broke on my Apple Music;0;5;0;0
It is music to my ears when my family says they don't need me at the barn & I can go home and sleep after work;0;6;0;0
getting so much cuteness aggression from vash today, i wanna pinch his cheeks until he's all red;6;7;6;6
Kitchens completely done, washing up and everything!!! My medication arrived and I'm now walking to my appointment ;5;4;4;4
I'm occupied ann's oppai.;0;5;0;0
I'm be sitting in Express Care for a whole shift this line not movinggg;4;6;4;4
a whole extra skit at the end of todays gose i love it here;0;7;0;0
Just realizing I have a meeting 10 has already ruined my morning.;5;6;5;5
i have to go down to the clinic but i'm feeling soooo lazy. (the clinic closes in an hour.);4;5;4;4
trying to find something to watch at work that won't make me cry;7;6;6;6
Got let out of class in 20 mins. I'm about to go home and sleep. No man, baby , or dog in there house it's just gonna be meeee. Lol I'm soo excited;7;4;4;4
i realized in any hour a buzzcut hobi picture could appear and im not ready to see that;0;7;0;0
I'm ready to cry this Friday all because I can't attend R to V in Singapore.;8;9;9;9
Eating fruits and sitting outside has really become the fav part of my day.;0;4;0;0
i completely forgot about the live lounge I WANNA WATCH IT NOW;0;5;5;5
Why I had to get ill today! I have to leave on Thursday afternoon and I'm still left with 100 things to do. How will I be able to do things;8;9;8;8
Send $250 when you see this. I want My day by the pool starting off the right foot, cuck. Goddesses don't go to work, that's your role.;0;5;0;0
sometimes i remember that waiting room by phoebe isn't on spotify anymore and my whole day gets ruined;0;8;0;0
I need some head to clear my head.;0;3;3;3
IM DOING BRAIDS TOMORROW AND PLAYING A LOT OF MINECRAFT WITH MY LOVELY BROTHER!!!!;8;6;8;8
Welp, well I got the bin out, now I'm at angry swearing on the pain scale. Today can get in the bin.;0;7;7;7
I don't think I'm quite ready to stream tonight so I'm going to promise myself to stream on Thursday evening. Please friends do not plan anything for Thursday evening!;8;9;8;8
Made it to my appointment on time lets see if i can make work too;5;4;4;4
I'm trying so hard not to eat my lunch yet;5;4;4;4
okay let me cook something up for these 18ki mail;5;4;4;4
Ugh I need to pack my things can't they just pack themselves;4;5;5;5
I wanna nap in a haphazard pile of snoozing nerds Affection & safety & comfort Plus deep pressure & them good snugs;0;5;0;0
Leaving this here before i go to class!!! Feel free to request drawing ideas, ask questions, ask about characters, etc!;5;7;5;5
Im free i need a book to read;0;7;10;-1
Im out here thinking, what if we dilute Jameson ne freezit;0;1;0;0
Spotify is down so if you need me, I will be violently sobbing on my drive to work instead of listening to music;7;4;4;4
I'm at the salon gonna get a haircut. my mom is sitting next to me. she doesn't know I gave myself an undercut.;5;4;4;4
I want to read so bad but I rather keep it to myself...Good Luck!!!;0;1;0;0
Feeling so nugu in this acc , wait lemme go back to my main later ;0;6;4;-1
Just found out that HSR will be available to me on Wednesday morning, the 26th. So I'll be streaming and we're going to play all day! :D;8;9;9;9
I forgot my black shirt for under my blazer, now I have to work with a band one Ask for the girl with the korn shirt at the front desk, thanks;6;3;6;6
I want to go clubbing hghh - Michael;0;6;6;6
Patiently waiting for my pink Chanel sandals to get here I keep seeing them all over TikTok;0;9;9;9
im here for nth time listening to my friend ranting abt her bf when will it be my turn;0;5;5;5
I'm suppose to look for where to order for scarf, I'm doing IDC ;0;3;3;3
I'm leaning towards book a flight bc I need to get away;0;4;4;4
I finally read all the Grishaverse main books and have no one to talk to cause all my friends are watching the show and don't want any spoilers and I'M DYING OVER HERE PEOPLE;0;9;0;0
Getting up for work is so much easier when it's nice outside. It's cold asl and I'm about to cry.;7;2;2;2
no way spotify is down when im trying to sit down and put together my playlist for tonight nooo;7;6;6;6
7am: The garbage truck beeps as it backs up and I start my day thinking about what I've thrown away...;0;7;3;-1
Can let me try to run, in addition to the torrential rain, and you.;0;3;0;0
I'm tryna hit the group chat and tell 'em it's a wrap;3;2;2;2
Nothing is happening at work is pls talk to me or buy me lunch or anything before i hit my head against the table;7;5;5;5
suddenly i dont find my enjoyment things again whioe fangirling. i need to take a rest and tey something new;0;7;0;0
Six is at a driving lesson and I was supposed to go out an explore the town in my own but I have been drawing dnd and watching this guy work with bad behaving dogs on the telly all morning lol;0;5;0;0
me and my friend are thinking ant buying normal tickets and calling outside hmm;0;6;6;6
Yes I'm putting on the air I'm sleeping and lethargic;0;3;3;3
hmmmmm I might end up skipping the story of the current event and reading it later so I can focus on SERAPH;0;6;0;0
I will go out. Need to warm sit work. Debating a hotel room locally.;8;7;8;8
I have so much finished unfinished music sitting on my comp it's giving me anxiety;0;10;10;10
I'm back home and tired, maybe I'll draw a Lily later if I feel like it;6;5;5;5
i'm going to run, go home, have my designated jazz time, then lounge under the setting sun with a book;7;6;6;6
I'm almost home and ready to end my fast;5;4;4;4
Ok, hopping off. Plugging in Lenovo while I am out. ;0;5;5;5
About to watch power after I get this girl to school;6;4;6;6
i am craving pizza, the frozen pizza we have i wanna down the entire thing but i'll just tweet to keep myself from eating it;0;5;5;5
I need coffee, a message and a pedicure. Guess I'll have to be ok with just the coffee.;3;4;3;3
I just want to go home so I can be cozy and draw :);0;6;6;6
im just going to ignore twitter for a bit more until i find the epi y'all;0;3;3;3
I did forget my glasses though When I get my new pair I'll just leave those in my office.;10;0;10;10
After spending all night on The YouTube's trying to learn how to fix my car it's time to go to work on that before I go to actual work. Pray for me. And my car.;4;7;4;4
im gonna read some fics now;5;6;5;5
i wanna continue watching the mandalorioan but meh, im waiting for ahsoka;10;0;10;10
I'm working on a page, but I'm too lazy to continue;6;0;0;0
I got a hot (!!) sandwich in my tote bag and I'm ready to go home;3;4;4;4
Forced myself to get out of bed and now I'm wandering around doing stuff while singing King Herod's Song at top volume and annoying everyone;4;0;4;4
I want to draw again but I don't feel like setting up my graphics tablet;7;0;0;0
Just up here getting ready for work and I receive a snap from old mate of some pancake batter being mixed;1;4;0;-1
I brought home my laptop so I can check unread work emails but here I am scrolling through concert fancams again;4;6;4;4
No i cant take this anymore give jinnie and hobi back to my tannies;7;0;0;0
I want a play station I feel like some how some way it will distract me from my phone;11;5;9;-1
I am already on 650 calories and it is not even 3 pm I need to step my game up asap and eat less;11;7;11;11
i will tweet whatever comes to mind and whatever i see. don't care.;0;3;0;0
ok so i'm fully dressed up and my mom told me to go get ready;1;0;0;0
wifi is down so im on my data. i wanna watch GAP while working but the bandwidth ... hahaha;6;0;6;6
Good morning trying to not cry as I wait to board my flight;5;6;5;5
How Toria and I supposed to be meeting up at the airport tomorrow and she's pulling up right now talking bout I'ma go explore a lil bit see you when you get here. Girl--;5;8;8;8
Yeah lemme gon head and book my lil appts. Get back on my workout and get fine !!!;7;5;5;5
literally i'm out with nobody's gonna see me outfit;6;5;5;5
Might ask if i can leave earlier today. I wanna bring a couple boxes to the post office cause i dont think i can do it all on Saturday or Tuesday also i am tired af;7;9;9;9
I'm tryna hit the group chat and tell them it's a...;4;0;0;0
My baby got me some wine I'm def having a glass while I do laundry after work;4;6;4;4
I'm on Twitter now done on vacay I figured why not;7;1;11;-1
I recently ordered my Mud water, Im ready for it to get here!!!;9;8;8;8
it's really early all i want to say is to please consider tipping if you're just gonna spam all my media then leave. that's all;0;0;-1;0
Heading into work for an 8 hour shift just as schools are about to turn out wish me luck and maybe send me some jayane or other comforts to get me through;7;7;-1;7
running late this day ab to irk me.;0;0;-1;0
to spend a thoughtful quarter of an hour or so inspec;4;4;-1;4
Don't forget to HYDRATE and REST so you can continue to EXPERIENCE existential DREAD;0;0;-1;0
good morning yall im going try to fast today for aslong as i can unless i am literally forced to eat;7;7;-1;7
I really get all my work done before 11 & jus be laxing the rest of the day;7;7;-1;7
My phone battery is already at 79% I've only been up for 3 hours I have so much to do today sigh time to re-charge;7;7;-1;7
I wonder what I'm doing today;7;7;-1;7
The stuff y'all brag about on here clearly scream "I NEED HELP";0;0;-1;0
Had another seizure, at least i can skip the psats lol;0;0;-1;0
I RATHER SLURP A PAIR OF JEANS THROUGH A STRAW THAN WATCH THE ENLISTMENT BANGTANBOMBS.;0;0;-1;0
Good morning Findom! I woke up feeling bright, energetic and greedy. I want my day to be full of sessions, sends, and general adoration.;7;7;-1;7
My baby granddaughter is on her way to visit Nanny. I'm so excited. Can't wait for cuddles;7;7;-1;7
Annoying how for the next 3 days I'll have to be on guard for my current l*ndl*rd to show up in here to sweep a chimney I don't even use bc I'm allergic and have cats;8;8;-1;8
watched very little playoff basketball this weekend and i don't feel that bad about it because of how reactionary people are after one game. get a hold of yourselves people.;0;0;-1;0
The weather is hot af and i am melting.....;7;7;-1;7
My caffeine pill wearing off just in time I'm finna sleep so good when I get home;7;7;-1;7
Another chest pain, it may be my day y'all;7;7;-1;7
[hmm it feels like im FORGETTING SOMETHING.] [OH RIGHT. I COOKED LAST NIGHT!];0;0;-1;0
i'll draw today (tricking my brain into working);7;7;-1;7
I gotta handle all my business today even though I just wanna go home and watch Netflix lol;7;7;-1;7
i really shed tears finding out gojo was out;0;0;-1;0
I feel great this morning. About to go in the gym and lift everything that ain't bolted down.;5;5;-1;5
AHHH I WAS SUPPOSED TO UPDATE BUT I'VE BEEN SO BUSY WORKING TO PAY FOR MY PHONE AND LAPTOP EXPENSES AIN'T NO JOKE;0;0;-1;0
Today I will listen to new songs, that's the reason I don't send you a message...;7;7;-1;7
i have a contractor coming to change my window between 8am-4pm so im awake and dead rn i hope they come soon i wanna go back to bed;7;7;-1;7
I miss when Tiktok was just dancing and Dalgona coffee.;0;0;-1;0
I glad Netflix stress out all the women last night.;0;0;-1;0
I have a meeting in an hour so naturally I will just be anxious and get nothing done until then;5;5;-1;5
my man booked us a couples massage for this weekend & a prenatal massage for me, i'm so excited ;9;9;-1;9
Ben treated me to chippy chips for dinner, with scraps and curry sauce. And the gem even got me a Dandelion & Burdock. ;0;0;-1;0
am watching a streamer, they can T spin even L spin but their stacking is totally cheesy how;4;4;-1;4
maybe i'm the only mom who thinks this but getting yourself and a kid ready in the morning before going into work & having to drop them off at a sitter is a literal nightmare;0;0;-1;0
I dozed off 3 times while driving back from work, lets see where this goes;0;0;-1;0
today I woke up late and when I got to class the professor wasn't there the way I keep winning;0;0;-1;0
Maybe I'll test my Amber today. On the cryo flower first;7;7;-1;7
Im go Thursday to get my nails & feet done;9;9;-1;9
Whoever controls brum must pick me up in a RR by the time I land tonight.;7;7;-1;7
Currently in the process of apartment hunting and yesterday we had no electricity over and above loadshedding. Did I not log into into property 24 and remove any North Riding favourites so fast;0;0;-1;0
Whatever you decide to call a thing is what it will be for you...so today is a marvelous, miraculous, money making Monday.;7;7;-1;7
Let the coffee work tonight. I need to make my LET reviewer.;7;7;-1;7
the fact that i'm going shopping today is the only thing keeping me from not skipping work;7;7;-1;7
Just dropped my son off so you know that means time to workout;5;5;-1;5
not me shopping for really cute clothes then realizing i have nowhere to wear them bcs i don't get out of my house;0;0;-1;0
at the end of the day i laid down with em, & made this baby. so he can't be too bad;0;0;-1;0
The last patient for today.. then I'm finally off work and can go home to continue suffering in peace, yay!;7;7;-1;7
